time,volume,open,high,low,close
2020-04-07T14:00:00.000000000Z,10626,1.09149,1.09265,1.08813,1.08840
2020-04-07T15:00:00.000000000Z,8033,1.08838,1.08978,1.08764,1.08860
2020-04-07T16:00:00.000000000Z,5875,1.08860,1.09100,1.08831,1.08963
2020-04-07T17:00:00.000000000Z,4020,1.08964,1.09048,1.08892,1.09036
2020-04-07T18:00:00.000000000Z,4454,1.09034,1.09099,1.09015,1.09026
2020-04-07T19:00:00.000000000Z,3166,1.09025,1.09100,1.09014,1.09048
2020-04-07T20:00:00.000000000Z,1198,1.09046,1.09047,1.08892,1.08918
2020-04-07T21:00:00.000000000Z,279,1.08918,1.08975,1.08905,1.08920
2020-04-07T22:00:00.000000000Z,872,1.08916,1.08963,1.08914,1.08922
2020-04-07T23:00:00.000000000Z,1198,1.08924,1.09021,1.08914,1.08936
2020-04-08T00:00:00.000000000Z,3485,1.08934,1.08970,1.08671,1.08678
2020-04-08T01:00:00.000000000Z,2169,1.08680,1.08792,1.08676,1.08712
2020-04-08T02:00:00.000000000Z,1644,1.08710,1.08762,1.08644,1.08647
2020-04-08T03:00:00.000000000Z,1552,1.08649,1.08676,1.08588,1.08598
2020-04-08T04:00:00.000000000Z,1544,1.08600,1.08714,1.08598,1.08676
2020-04-08T05:00:00.000000000Z,2349,1.08674,1.08881,1.08648,1.08817
2020-04-08T06:00:00.000000000Z,9631,1.08815,1.08828,1.08301,1.08572
2020-04-08T07:00:00.000000000Z,8293,1.08574,1.08656,1.08453,1.08608
2020-04-08T08:00:00.000000000Z,5052,1.08606,1.08625,1.08458,1.08531
2020-04-08T09:00:00.000000000Z,5744,1.08534,1.08740,1.08534,1.08635
2020-04-08T10:00:00.000000000Z,4427,1.08636,1.08795,1.08608,1.08716
2020-04-08T11:00:00.000000000Z,5763,1.08715,1.08769,1.08572,1.08685
2020-04-08T12:00:00.000000000Z,5798,1.08684,1.08848,1.08666,1.08728
2020-04-08T13:00:00.000000000Z,6862,1.08727,1.08884,1.08696,1.08806
2020-04-08T14:00:00.000000000Z,8161,1.08808,1.08869,1.08532,1.08634
2020-04-08T15:00:00.000000000Z,7954,1.08636,1.08832,1.08592,1.08641
2020-04-08T16:00:00.000000000Z,5483,1.08640,1.08661,1.08510,1.08637
2020-04-08T17:00:00.000000000Z,3089,1.08636,1.08670,1.08606,1.08656
2020-04-08T18:00:00.000000000Z,3493,1.08658,1.08728,1.08610,1.08621
2020-04-08T19:00:00.000000000Z,2824,1.08622,1.08668,1.08519,1.08532
2020-04-08T20:00:00.000000000Z,838,1.08530,1.08574,1.08504,1.08570
2020-04-08T21:00:00.000000000Z,85,1.08570,1.08620,1.08550,1.08569
2020-04-08T22:00:00.000000000Z,531,1.08574,1.08611,1.08542,1.08591
2020-04-08T23:00:00.000000000Z,701,1.08592,1.08622,1.08574,1.08601
2020-04-09T00:00:00.000000000Z,2237,1.08600,1.08804,1.08583,1.08718
2020-04-09T01:00:00.000000000Z,2739,1.08716,1.08772,1.08560,1.08591
2020-04-09T02:00:00.000000000Z,1787,1.08592,1.08622,1.08536,1.08618
2020-04-09T03:00:00.000000000Z,1564,1.08620,1.08698,1.08568,1.08666
2020-04-09T04:00:00.000000000Z,1315,1.08668,1.08712,1.08625,1.08652
2020-04-09T05:00:00.000000000Z,1394,1.08653,1.08666,1.08549,1.08554
2020-04-09T06:00:00.000000000Z,5772,1.08554,1.08607,1.08410,1.08600
2020-04-09T07:00:00.000000000Z,6799,1.08602,1.08823,1.08580,1.08757
2020-04-09T08:00:00.000000000Z,5192,1.08758,1.08786,1.08676,1.08694
2020-04-09T09:00:00.000000000Z,4775,1.08692,1.08878,1.08661,1.08866
2020-04-09T10:00:00.000000000Z,5787,1.08864,1.08895,1.08556,1.08600
2020-04-09T11:00:00.000000000Z,5371,1.08602,1.08649,1.08498,1.08581
2020-04-09T12:00:00.000000000Z,8964,1.08580,1.09102,1.08578,1.09040
2020-04-09T13:00:00.000000000Z,13463,1.09042,1.09422,1.08950,1.09312
2020-04-09T14:00:00.000000000Z,11213,1.09314,1.09456,1.09150,1.09370
2020-04-09T15:00:00.000000000Z,8741,1.09368,1.09454,1.09255,1.09303
2020-04-09T16:00:00.000000000Z,5140,1.09304,1.09389,1.09230,1.09360
2020-04-09T17:00:00.000000000Z,5644,1.09361,1.09518,1.09306,1.09448
2020-04-09T18:00:00.000000000Z,6660,1.09450,1.09465,1.09202,1.09222
2020-04-09T19:00:00.000000000Z,4601,1.09223,1.09369,1.09208,1.09361
2020-04-09T20:00:00.000000000Z,1806,1.09360,1.09397,1.09236,1.09293
2020-04-09T21:00:00.000000000Z,196,1.09293,1.09331,1.09221,1.09287
2020-04-09T22:00:00.000000000Z,394,1.09281,1.09303,1.09242,1.09286
2020-04-09T23:00:00.000000000Z,1292,1.09290,1.09360,1.09210,1.09230
2020-04-10T00:00:00.000000000Z,616,1.09226,1.09264,1.09198,1.09222
2020-04-10T01:00:00.000000000Z,320,1.09224,1.09286,1.09204,1.09286
2020-04-10T02:00:00.000000000Z,825,1.09282,1.09364,1.09262,1.09349
2020-04-10T03:00:00.000000000Z,988,1.09341,1.09446,1.09330,1.09429
2020-04-10T04:00:00.000000000Z,1611,1.09426,1.09428,1.09370,1.09392
2020-04-10T05:00:00.000000000Z,1771,1.09380,1.09428,1.09286,1.09410
2020-04-10T06:00:00.000000000Z,442,1.09406,1.09497,1.09392,1.09476
2020-04-10T07:00:00.000000000Z,828,1.09478,1.09524,1.09348,1.09374
2020-04-10T08:00:00.000000000Z,1127,1.09376,1.09473,1.09374,1.09426
2020-04-10T09:00:00.000000000Z,563,1.09428,1.09481,1.09418,1.09446
2020-04-10T10:00:00.000000000Z,420,1.09450,1.09466,1.09399,1.09416
2020-04-10T11:00:00.000000000Z,875,1.09413,1.09419,1.09362,1.09368
2020-04-10T12:00:00.000000000Z,900,1.09370,1.09450,1.09370,1.09436
2020-04-10T13:00:00.000000000Z,913,1.09434,1.09496,1.09416,1.09459
2020-04-10T14:00:00.000000000Z,352,1.09454,1.09516,1.09450,1.09514
2020-04-10T15:00:00.000000000Z,611,1.09512,1.09516,1.09440,1.09486
2020-04-10T16:00:00.000000000Z,270,1.09482,1.09530,1.09470,1.09492
2020-04-10T17:00:00.000000000Z,598,1.09488,1.09489,1.09332,1.09332
2020-04-10T18:00:00.000000000Z,117,1.09336,1.09376,1.09331,1.09350
2020-04-10T19:00:00.000000000Z,153,1.09354,1.09396,1.09332,1.09372
2020-04-10T20:00:00.000000000Z,137,1.09369,1.09408,1.09315,1.09357
2020-04-12T21:00:00.000000000Z,116,1.09490,1.09492,1.09359,1.09418
2020-04-12T22:00:00.000000000Z,1029,1.09422,1.09422,1.09327,1.09368
2020-04-12T23:00:00.000000000Z,1467,1.09367,1.09370,1.09304,1.09316
2020-04-13T00:00:00.000000000Z,2270,1.09314,1.09382,1.09284,1.09300
2020-04-13T01:00:00.000000000Z,2218,1.09302,1.09423,1.09274,1.09315
2020-04-13T02:00:00.000000000Z,1285,1.09313,1.09313,1.09250,1.09292
2020-04-13T03:00:00.000000000Z,890,1.09290,1.09353,1.09258,1.09336
2020-04-13T04:00:00.000000000Z,722,1.09337,1.09388,1.09337,1.09368
2020-04-13T05:00:00.000000000Z,704,1.09366,1.09406,1.09332,1.09338
2020-04-13T06:00:00.000000000Z,3695,1.09338,1.09664,1.09337,1.09622
2020-04-13T07:00:00.000000000Z,3656,1.09620,1.09679,1.09442,1.09467
2020-04-13T08:00:00.000000000Z,3499,1.09469,1.09470,1.09274,1.09314
2020-04-13T09:00:00.000000000Z,1316,1.09312,1.09390,1.09304,1.09384
2020-04-13T10:00:00.000000000Z,3812,1.09386,1.09388,1.09034,1.09143
2020-04-13T11:00:00.000000000Z,2498,1.09142,1.09313,1.09094,1.09302
2020-04-13T12:00:00.000000000Z,4306,1.09302,1.09318,1.09172,1.09226
2020-04-13T13:00:00.000000000Z,5578,1.09227,1.09234,1.09051,1.09108
2020-04-13T14:00:00.000000000Z,4935,1.09106,1.09182,1.08967,1.09003
2020-04-13T15:00:00.000000000Z,4096,1.09002,1.09084,1.08926,1.09056
2020-04-13T16:00:00.000000000Z,2921,1.09055,1.09188,1.09041,1.09170
2020-04-13T17:00:00.000000000Z,3206,1.09169,1.09242,1.09058,1.09201
2020-04-13T18:00:00.000000000Z,2333,1.09199,1.09238,1.09168,1.09221
2020-04-13T19:00:00.000000000Z,1967,1.09223,1.09240,1.09127,1.09172
2020-04-13T20:00:00.000000000Z,896,1.09173,1.09175,1.09070,1.09111
2020-04-13T21:00:00.000000000Z,385,1.09111,1.09135,1.09061,1.09066
2020-04-13T22:00:00.000000000Z,544,1.09070,1.09160,1.09066,1.09150
2020-04-13T23:00:00.000000000Z,767,1.09152,1.09262,1.09148,1.09199
2020-04-14T00:00:00.000000000Z,1810,1.09198,1.09278,1.09166,1.09233
2020-04-14T01:00:00.000000000Z,2280,1.09232,1.09387,1.09170,1.09372
2020-04-14T02:00:00.000000000Z,2383,1.09374,1.09480,1.09366,1.09473
2020-04-14T03:00:00.000000000Z,1226,1.09472,1.09488,1.09428,1.09470
2020-04-14T04:00:00.000000000Z,951,1.09470,1.09489,1.09412,1.09438
2020-04-14T05:00:00.000000000Z,1473,1.09440,1.09474,1.09374,1.09390
2020-04-14T06:00:00.000000000Z,4815,1.09390,1.09430,1.09243,1.09289
2020-04-14T07:00:00.000000000Z,5371,1.09288,1.09376,1.09247,1.09318
2020-04-14T08:00:00.000000000Z,4628,1.09316,1.09330,1.09150,1.09229
2020-04-14T09:00:00.000000000Z,5438,1.09230,1.09576,1.09200,1.09463
2020-04-14T10:00:00.000000000Z,4532,1.09462,1.09508,1.09377,1.09436
2020-04-14T11:00:00.000000000Z,5004,1.09438,1.09659,1.09414,1.09638
2020-04-14T12:00:00.000000000Z,8090,1.09640,1.09760,1.09565,1.09710
2020-04-14T13:00:00.000000000Z,7738,1.09712,1.09712,1.09551,1.09606
2020-04-14T14:00:00.000000000Z,8948,1.09604,1.09842,1.09602,1.09697
2020-04-14T15:00:00.000000000Z,6393,1.09698,1.09704,1.09550,1.09702
2020-04-14T16:00:00.000000000Z,4296,1.09703,1.09734,1.09614,1.09650
2020-04-14T17:00:00.000000000Z,3857,1.09648,1.09840,1.09642,1.09836
2020-04-14T18:00:00.000000000Z,4624,1.09834,1.09846,1.09706,1.09810
2020-04-14T19:00:00.000000000Z,3254,1.09809,1.09872,1.09786,1.09858
2020-04-14T20:00:00.000000000Z,1750,1.09860,1.09868,1.09796,1.09810
2020-04-14T21:00:00.000000000Z,320,1.09810,1.09911,1.09790,1.09822
2020-04-14T22:00:00.000000000Z,517,1.09826,1.09896,1.09817,1.09835
2020-04-14T23:00:00.000000000Z,482,1.09838,1.09882,1.09833,1.09833
2020-04-15T00:00:00.000000000Z,1008,1.09832,1.09874,1.09806,1.09860
2020-04-15T01:00:00.000000000Z,999,1.09862,1.09869,1.09807,1.09864
2020-04-15T02:00:00.000000000Z,772,1.09866,1.09873,1.09803,1.09812
2020-04-15T03:00:00.000000000Z,615,1.09814,1.09821,1.09744,1.09776
2020-04-15T04:00:00.000000000Z,501,1.09778,1.09792,1.09734,1.09754
2020-04-15T05:00:00.000000000Z,914,1.09753,1.09764,1.09630,1.09635
2020-04-15T06:00:00.000000000Z,4015,1.09634,1.09686,1.09570,1.09584
2020-04-15T07:00:00.000000000Z,7049,1.09586,1.09678,1.09288,1.09298
2020-04-15T08:00:00.000000000Z,6121,1.09300,1.09398,1.09206,1.09325
2020-04-15T09:00:00.000000000Z,5146,1.09324,1.09390,1.09262,1.09343
2020-04-15T10:00:00.000000000Z,5749,1.09345,1.09362,1.09032,1.09078
2020-04-15T11:00:00.000000000Z,4966,1.09080,1.09194,1.09041,1.09140
2020-04-15T12:00:00.000000000Z,9337,1.09142,1.09158,1.08565,1.08606
2020-04-15T13:00:00.000000000Z,8366,1.08604,1.08798,1.08592,1.08700
2020-04-15T14:00:00.000000000Z,9647,1.08699,1.09088,1.08676,1.09046
2020-04-15T15:00:00.000000000Z,7605,1.09048,1.09194,1.09000,1.09082
2020-04-15T16:00:00.000000000Z,5521,1.09080,1.09306,1.09023,1.09168
2020-04-15T17:00:00.000000000Z,4206,1.09166,1.09250,1.09116,1.09178
2020-04-15T18:00:00.000000000Z,4244,1.09180,1.09390,1.09162,1.09218
2020-04-15T19:00:00.000000000Z,3058,1.09219,1.09238,1.09106,1.09138
2020-04-15T20:00:00.000000000Z,1351,1.09137,1.09179,1.09093,1.09106
2020-04-15T21:00:00.000000000Z,66,1.09106,1.09106,1.09078,1.09087
2020-04-15T22:00:00.000000000Z,405,1.09090,1.09112,1.09014,1.09020
2020-04-15T23:00:00.000000000Z,732,1.09018,1.09062,1.09000,1.09038
2020-04-16T00:00:00.000000000Z,2062,1.09039,1.09075,1.08820,1.08860
2020-04-16T01:00:00.000000000Z,2030,1.08862,1.08924,1.08753,1.08754
2020-04-16T02:00:00.000000000Z,1368,1.08756,1.08868,1.08756,1.08838
2020-04-16T03:00:00.000000000Z,1280,1.08840,1.08841,1.08730,1.08738
2020-04-16T04:00:00.000000000Z,1229,1.08737,1.08794,1.08647,1.08793
2020-04-16T05:00:00.000000000Z,1441,1.08794,1.08881,1.08738,1.08847
2020-04-16T06:00:00.000000000Z,5063,1.08846,1.09050,1.08794,1.08848
2020-04-16T07:00:00.000000000Z,7154,1.08847,1.08936,1.08646,1.08730
2020-04-16T08:00:00.000000000Z,5396,1.08729,1.08889,1.08683,1.08878
2020-04-16T09:00:00.000000000Z,5909,1.08876,1.08888,1.08582,1.08688
2020-04-16T10:00:00.000000000Z,6172,1.08687,1.08864,1.08532,1.08796
2020-04-16T11:00:00.000000000Z,5263,1.08795,1.08858,1.08702,1.08820
2020-04-16T12:00:00.000000000Z,8230,1.08822,1.09010,1.08808,1.08895
2020-04-16T13:00:00.000000000Z,7950,1.08894,1.08949,1.08720,1.08788
2020-04-16T14:00:00.000000000Z,9559,1.08787,1.08888,1.08474,1.08508
2020-04-16T15:00:00.000000000Z,7701,1.08510,1.08532,1.08282,1.08408
2020-04-16T16:00:00.000000000Z,6759,1.08408,1.08498,1.08168,1.08336
2020-04-16T17:00:00.000000000Z,4880,1.08334,1.08494,1.08317,1.08411
2020-04-16T18:00:00.000000000Z,3667,1.08412,1.08514,1.08404,1.08452
2020-04-16T19:00:00.000000000Z,3617,1.08450,1.08504,1.08402,1.08462
2020-04-16T20:00:00.000000000Z,1416,1.08460,1.08468,1.08303,1.08395
2020-04-16T21:00:00.000000000Z,449,1.08395,1.08655,1.08361,1.08624
2020-04-16T22:00:00.000000000Z,1384,1.08620,1.08620,1.08518,1.08608
2020-04-16T23:00:00.000000000Z,1569,1.08610,1.08674,1.08570,1.08588
2020-04-17T00:00:00.000000000Z,1845,1.08589,1.08671,1.08542,1.08628
2020-04-17T01:00:00.000000000Z,2076,1.08626,1.08788,1.08618,1.08733
2020-04-17T02:00:00.000000000Z,1467,1.08732,1.08766,1.08645,1.08729
2020-04-17T03:00:00.000000000Z,903,1.08730,1.08740,1.08664,1.08668
2020-04-17T04:00:00.000000000Z,736,1.08666,1.08745,1.08640,1.08708
2020-04-17T05:00:00.000000000Z,1073,1.08706,1.08727,1.08638,1.08658
2020-04-17T06:00:00.000000000Z,5262,1.08656,1.08668,1.08454,1.08541
2020-04-17T07:00:00.000000000Z,7530,1.08540,1.08592,1.08200,1.08288
2020-04-17T08:00:00.000000000Z,6815,1.08290,1.08364,1.08172,1.08292
2020-04-17T09:00:00.000000000Z,6196,1.08290,1.08308,1.08154,1.08198
2020-04-17T10:00:00.000000000Z,5860,1.08196,1.08366,1.08120,1.08360
2020-04-17T11:00:00.000000000Z,5360,1.08358,1.08506,1.08340,1.08484
2020-04-17T12:00:00.000000000Z,9042,1.08482,1.08736,1.08440,1.08644
2020-04-17T13:00:00.000000000Z,8658,1.08646,1.08884,1.08604,1.08862
2020-04-17T14:00:00.000000000Z,9202,1.08860,1.08925,1.08717,1.08894
2020-04-17T15:00:00.000000000Z,6503,1.08892,1.08902,1.08737,1.08831
2020-04-17T16:00:00.000000000Z,4865,1.08832,1.08842,1.08594,1.08673
2020-04-17T17:00:00.000000000Z,3868,1.08672,1.08850,1.08670,1.08762
2020-04-17T18:00:00.000000000Z,3709,1.08760,1.08772,1.08660,1.08684
2020-04-17T19:00:00.000000000Z,3019,1.08685,1.08739,1.08643,1.08690
2020-04-17T20:00:00.000000000Z,1090,1.08691,1.08768,1.08646,1.08739
2020-04-19T21:00:00.000000000Z,168,1.08710,1.08788,1.08669,1.08759
2020-04-19T22:00:00.000000000Z,652,1.08755,1.08755,1.08650,1.08680
2020-04-19T23:00:00.000000000Z,664,1.08678,1.08710,1.08636,1.08639
2020-04-20T00:00:00.000000000Z,1448,1.08638,1.08685,1.08564,1.08606
2020-04-20T01:00:00.000000000Z,1294,1.08608,1.08646,1.08580,1.08644
2020-04-20T02:00:00.000000000Z,1016,1.08646,1.08717,1.08620,1.08622
2020-04-20T03:00:00.000000000Z,736,1.08620,1.08652,1.08592,1.08610
2020-04-20T04:00:00.000000000Z,1041,1.08612,1.08724,1.08612,1.08711
2020-04-20T05:00:00.000000000Z,1040,1.08713,1.08714,1.08528,1.08558
2020-04-20T06:00:00.000000000Z,4135,1.08556,1.08573,1.08412,1.08558
2020-04-20T07:00:00.000000000Z,5501,1.08557,1.08691,1.08516,1.08684
2020-04-20T08:00:00.000000000Z,4717,1.08682,1.08798,1.08596,1.08790
2020-04-20T09:00:00.000000000Z,5391,1.08792,1.08968,1.08781,1.08824
2020-04-20T10:00:00.000000000Z,4684,1.08826,1.08828,1.08576,1.08637
2020-04-20T11:00:00.000000000Z,5247,1.08638,1.08668,1.08514,1.08563
